name,sold_date,price,seller_country,seller_name,product_condition
Sony PlayStation 4 Slim 1TB PS4 z przewodami i kontrolerem CUH-2115B,Sprzedane  12 gru 2024,"445,48 zł",z: Stany Zjednoczone,"jester151 (8 470) 98,4%",Używany
SONY PS4 - SLIM - SYSTEM - CUH-2015A - 500GB (HE3034509),Sprzedane  12 gru 2024,"448,96 zł",z: Stany Zjednoczone,"heartlandmarketplace (3 634) 99,2%",Używany
Sony Playstation 4 500GB puste pudełko tylko z wkładkami kartonowymi BEZ KONSOLI ODCZYTU,Sprzedane  12 gru 2024,"100,54 zł",z: Stany Zjednoczone,docdaze2323 (387) 100%,Używany
Sony PlayStation 4 Slim PS4 - 1TB Jet Black Konsola CUH-2215b używana,Sprzedane  12 gru 2024,"204,35 zł",z: Stany Zjednoczone,"jk21078 (1 562) 97,6%",Tylko na części
Konsola Sony Playstation 4 PS4 Slim 1TB CUH-2215B czarna,Sprzedane  11 gru 2024,"572,14 zł",z: Stany Zjednoczone,danac0225 (1 521) 100%,Używany
Sony PlayStation 4 Pro 1TB - czarny (CUH-7215B) z kontrolerem i przewodami,Sprzedane  12 gru 2024,"572,14 zł",z: Stany Zjednoczone,"thowi9453 (163) 99,4%",Używany
Konsola do gier Sony Playstation 4 PS4 CUH-1215A 500gb TYLKO NA CZĘŚCI LUB NAPRAWĘ,Sprzedane  12 gru 2024,"165,89 zł",z: Stany Zjednoczone,"mississippiusa (22 429) 99,9%",Tylko na części
PlayStation 4 Pro Update Zainstaluj dysk flash USB Najnowsze oficjalne oprogramowanie sprzętowe Sony,Sprzedane  12 gru 2024,"67,41 zł",z: Stany Zjednoczone,"keepatthegrind (7 448) 97,7%",Fabrycznie nowy
Konsola do gier Sony PlayStation 4 500GB - czarna • PRZECZYTAJ OPIS! •,Sprzedane  12 gru 2024,"380,09 zł",z: Stany Zjednoczone,rbru4848 (21) 100%,Używany
Sony PlayStation 4 Slim 1TB PS4 z przewodami i kontrolerem,Sprzedane  12 gru 2024,"445,48 zł",z: Stany Zjednoczone,"jester151 (8 470) 98,4%",Używany
Konsola Sony PlayStation 4 Slim 1 TB Jet Black CUH-2215B Oryginalne pudełko w idealnym stanie,Sprzedane  12 gru 2024,"731,57 zł",z: Stany Zjednoczone,sfmarkm (122) 100%,Używany
Konsola Sony PlayStation 4 Pro 1 TB - czarna (PS4 Pro) [gra wideo],Sprzedane  12 gru 2024,"396,44 zł",z: Stany Zjednoczone,steelcitysites (458) 100%,Używany
PlayStation 4 Slim i kabel zasilający,Sprzedane  12 gru 2024,"490,44 zł",z: Stany Zjednoczone,electroduo (109) 100%,Używany
PlayStation 4 Slim 1TB z kablem zasilającym,Sprzedane  12 gru 2024,"510,88 zł",z: Stany Zjednoczone,electroduo (109) 100%,Używany
Konsola domowa PS4/PlayStation 4 Slim 500gb czarna i zawartość A1 Cond. +DARMOWA POCZTA+,Sprzedane  12 gru 2024,"667,81 zł",z: Wielka Brytania,om-five-star-deals (1 955) 100%,Używany
Final Fantasy VII Remake Intergrade STEELBOOK TYLKO BEZ GRY,Sprzedane  12 gru 2024,"451,57 zł",z: Stany Zjednoczone,"hudsonsauctions (5 777) 99,6%",Używany
Dead Space Remake Custom Made Steelbook Case tylko PS5 / PS4 / Xbox (bez płyty z grą),Sprzedane  12 gru 2024,"163,44 zł",z: Stany Zjednoczone,"gameracks (589) 99,3%",Fabrycznie nowy
Gwarantowana praca konsoli Sony PlayStation 4 Slim 1 TB TYLKO CUH-2215B Z przewodami CZYTAJ,Sprzedane  12 gru 2024,"490,24 zł",z: Stany Zjednoczone,"the_holi_picker (3 321) 98,8%",Używany
Konsola Sony PlayStation 4 Pro The Last of Us Part II 2 NOWA PS4 Pro,Sprzedane  12 gru 2024,"2 452,16 zł",z: Stany Zjednoczone,gerry_g70 (1 351) 100%,Fabrycznie nowy
Tylko etui Celeste Steelbook - bez gry oficjalne kolekcjonerskie Playstation 4 Ps4,Sprzedane  12 gru 2024,"241,13 zł",z: Stany Zjednoczone,"flashtone (6 520) 99,9%",Fabrycznie nowy
Konsola Sony PlayStation 4 Pro 1 TB - biała - używana - z (x3) grami,Sprzedane  12 gru 2024,"631,90 zł",z: Wielka Brytania,best_buy_eva (101) 100%,Używany
🔥 Pakiet Sony PlayStation 4 Pro (CUH-7215B) 1TB PS4!!️ TYLKO CYFROWY,Sprzedane  12 gru 2024,"592,62 zł",z: Stany Zjednoczone,"abitofeverything_llc (733) 97,7%",Używany
Sony PlayStation Home KONSOLA TYLKO PS4 CUH-1115A 500GB Czarna,Sprzedane  12 gru 2024,"388,06 zł",z: Stany Zjednoczone,"vtgvangogh (1 506) 98,5%",Używany
Indiana Jones And The GC Custom Made Steelbook Case PS5 / PS4 / Xbox (bez gry) Nowe,Sprzedane  11 gru 2024,"163,44 zł",z: Stany Zjednoczone,"gameracks (589) 99,3%",Fabrycznie nowy
Shop on eBay,N/A,N/A,N/A,N/A,Brand New
Shop on eBay,N/A,N/A,N/A,N/A,Brand New
Sony PlayStation Home KONSOLA TYLKO PS4 CUH-1115A 500GB Czarna,Sprzedane  12 gru 2024,"388,06 zł",z: Stany Zjednoczone,"vtgvangogh (1 506) 98,5%",Używany
Indiana Jones And The GC Custom Made Steelbook Case PS5 / PS4 / Xbox (bez gry) Nowe,Sprzedane  11 gru 2024,"163,44 zł",z: Stany Zjednoczone,"gameracks (589) 99,3%",Fabrycznie nowy
Konsola Sony PlayStation 4 Slim 1 TB - kontroler i kable CUH-2215B,Sprzedane  12 gru 2024,"571,98 zł",z: Stany Zjednoczone,"kntkete.8bsmpvr6 (2 443) 99,6%",Używany
Konsola Sony PlayStation 4 Slim 1 TB CUH-2115B PS4 Camo,Sprzedane  12 gru 2024,"531,27 zł",z: Stany Zjednoczone,samjudd14 (509) 100%,Używany
Konsola Sony PlayStation 4 Slim 1 TB CUH-2215B Z kablem zasilającym bez kontrolera,Sprzedane  12 gru 2024,"490,44 zł",z: Stany Zjednoczone,"poolsgoldgunllc (1 469) 98,3%",Używany
Sony PlayStation 4 Pro Marvel's Spider 1 TB Limitowana edycja Kable konsoli + gra,Sprzedane  12 gru 2024,"878,50 zł",z: Stany Zjednoczone,"things_people_love (5 732) 99,7%",Używany
Konsola do gier Sony PlayStation 4 Slim z 2 kontrolerami i 2 grami ~ CUH-2015A,Sprzedane  3 gru 2024,"624,94 zł",z: Stany Zjednoczone,"a_to_z_store (6 340) 99,4%",Używany
"Konsola Sony Playstation 4 Slim, czarna - przetestowana i wyczyszczona, kontroler / kable",Sprzedane  12 gru 2024,"510,88 zł",z: Stany Zjednoczone,retroraysresale (95) 98%,Używany
PlayStation 5 Custom Covers ( ZAMIENNIK) - BEZ GRY W ZESTAWIE.,Sprzedane  12 gru 2024,"5,03 zł",z: Stany Zjednoczone,"2piecesnackbox (911) 99,6%",Fabrycznie nowy
Sony PS4 PlayStation 4 Black Slim 1TB CUH-2102B FOR PARTS Untested Power Cable,Sprzedane  12 gru 2024,"160,26 zł",z: Australia,elcris4 (1 601) 100%,Tylko na części
PS4 Sony PlayStation 4 Slim KONSOLA TYLKO CUH-2115B NA CZĘŚCI LUB NAPRAWĘ,Sprzedane  12 gru 2024,"285,89 zł",z: Stany Zjednoczone,"lincolnwaysuperpawn (6 497) 99,6%",Używany
TYLKO PUDEŁKO -Sony PlayStation 4 PS4 Slim 500GB Konsola Uncharted 4 Pakiet -TYLKO PUDEŁKO,Sprzedane  12 gru 2024,"150,71 zł",z: Stany Zjednoczone,"hometowndealz (30 696) 99,8%",Używany
Konsola do gier Sony PlayStation 4 Pro 2TB 500 Milion limitowana edycja PS4 Japonia nowa,Sprzedane  12 gru 2024,"7 969,61 zł",z: Japonia,"hiskod_46 (2 967) 99,3%",Fabrycznie nowy
Sony PlayStation 4 Slim 1 TB (CUH-2215B) czarny system gier wideo Sofware 11.50,Sprzedane  11 gru 2024,"613,01 zł",z: Stany Zjednoczone,mikespawnofhouston (2 642) 100%,Używany
Oficjalny pilot multimedialny do PS4 PlayStation 4 PDP Testowany Brakująca pokrywa,Sprzedane  11 gru 2024,"45,24 zł",z: Stany Zjednoczone,"rank6616 (140) 96,1%",Używany
Sony PlayStation 4 Slim PS4 - Czarna konsola CUH-2215b **Tryb awaryjny,Sprzedane  11 gru 2024,"280,94 zł",z: Stany Zjednoczone,"esv00xts (807) 98,8%",Tylko na części
SONY PS4 - SLIM - SYSTEM - CUH-2015A - tylko konsola 500gb (HE3030413),Sprzedane  11 gru 2024,"448,96 zł",z: Stany Zjednoczone,"heartlandmarketplace (3 634) 99,2%",Używany
Konsola Uncharted 4 Limited Edition Sony PS4 (CUH-1215A) - Playstation 4 500GB,Sprzedane  11 gru 2024,"490,24 zł",z: Stany Zjednoczone,"9.95outlet (230) 96,2%",Używany
Konsola PlayStation 4 Slim 10 GIER MEGA PAKIET! CZYSTE/PRZETESTOWANE! STATKI GRATIS 🔥,Sprzedane  11 gru 2024,"653,88 zł",z: Stany Zjednoczone,theincrediblebulk (1 884) 100%,Używany
Pakiet Sony PlayStation VR Worlds - 3002147,Sprzedane  11 gru 2024,"163,48 zł",z: Stany Zjednoczone,silveraction1 (1 265) 100%,Używany
"Konsola Sony Playstation 4 Slim CUH-2015A 500GB z 6 grami, kontrolerami i przewodami",Sprzedane  11 gru 2024,"541,53 zł",z: Stany Zjednoczone,"bcdiscount90 (6 508) 98,5%",Używany
Konsola do gier Sony PlayStation 4 Slim 500GB z kontrolerem i 6 grami,Sprzedane  11 gru 2024,"807,18 zł",z: Stany Zjednoczone,"bcdiscount90 (6 508) 98,5%",Używany
Tylko konsola Sony PlayStation 4 Slim 1 TB - Jet Black - CUH-2215B,Sprzedane  11 gru 2024,"449,53 zł",z: Stany Zjednoczone,"superior.surplus (626) 98,4%",Używany
Sony PS4 PRO 1TB - Wczesne oprogramowanie sprzętowe 9.60 (jak 11.00) * W pełni rozebrane i wyczyszczone *,Sprzedane  11 gru 2024,"1 130,17 zł",z: Wielka Brytania,balf2k (1 525) 100%,Używany
Konsola do gier Sony PlayStation 4 500GB - czarna,Sprzedane  11 gru 2024,"404,61 zł",z: Stany Zjednoczone,"pgap2 (4 610) 96,2%",Używany
Sony Playstation 4 kamera VR wersja 1 PSVR V1 CUH-ZEY1 czujnik ruchu,Sprzedane  11 gru 2024,"102,75 zł",z: Wielka Brytania,lutat72 (30) 100%,Używany
PDP Oficjalny pilot zdalnego sterowania PlayStation 4 Cloud Media (PS4) Playstation,Sprzedane  11 gru 2024,"125,62 zł",z: Stany Zjednoczone,"metavinci (167) 98,6%",Używany
Konsola Sony Playstation 4 ps4 500gb Slim z kontrolerem i przewodami - czarna RS,Sprzedane  11 gru 2024,"490,44 zł",z: Stany Zjednoczone,"sdpmanchester (13 386) 97,6%",Używany
PS4 PlayStation 4 1TB Call of Duty Black Ops III Limitowana edycja Konsola w pudełku,Sprzedane  11 gru 2024,"1 126,34 zł",z: Japonia,"japanseller2 (448) 98,4%",Używany
Kontroler PS4 Podwójna stacja dokująca do PlayStation 4 / Slim Pro i PSVR,Sprzedane  17 lip 2021,"919,53 zł",z: Stany Zjednoczone,"selectdiscountshop (4 366) 93,3%",Fabrycznie nowy
Sony PlayStation 4 Slim PS4 1TB czarna konsola system gier CUH-2215B używany,Sprzedane  11 gru 2024,"527,22 zł",z: Stany Zjednoczone,"levspawn32 (234) 98,9%",Używany
"PlayStation 4 Slim 1 TB PS4 Czarna konsola Pakiet z 17 grami, 1 kontroler",Sprzedane  11 gru 2024,"939,81 zł",z: Stany Zjednoczone,"deftones_elite (2 430) 99,6%",Używany
Konsola Sony PlayStation 4 PS4 500GB CUH-1001A z pudełkiem (PRZECZYTAJ) PRZETESTOWANA/DZIAŁAJĄCA!,Sprzedane  11 gru 2024,"367,79 zł",z: Stany Zjednoczone,semajvii43 (5 320) 100%,Używany
SONY PS4 - SLIM - SYSTEM - CUH-2015A - tylko konsola 500GB (HE3034429),Sprzedane  11 gru 2024,"448,96 zł",z: Stany Zjednoczone,"heartlandmarketplace (3 634) 99,2%",Używany
SONY PS4 - SLIM - SYSTEM - CUH-2015A - tylko konsola 500GB (HE3034360),Sprzedane  11 gru 2024,"448,96 zł",z: Stany Zjednoczone,"heartlandmarketplace (3 634) 99,2%",Używany
"Deathloop Steelbook TYLKO ETUI, BEZ GRY - PS5/PS4/PC",Sprzedane  11 gru 2024,"50,27 zł",z: Stany Zjednoczone,turtlebrady12 (659) 100%,Fabrycznie nowy
Oficjalny pilot multimedialny do PS4 PlayStation 4 - testowany przez PDP doskonały stan.,Sprzedane  11 gru 2024,"135,73 zł",z: Stany Zjednoczone,charm1975 (273) 100%,Używany
Astro A50 - Bezprzewodowy zestaw słuchawkowy do gier - PlayStation 4 czarny/niebieski,Sprzedane  11 gru 2024,"204,35 zł",z: Stany Zjednoczone,ultimatestuntman (260) 100%,Używany
Tylko konsola domowa Sony PlayStation 4 Slim 500GB - czarny model CUH-2015A,Sprzedane  11 gru 2024,"392,35 zł",z: Stany Zjednoczone,onestopshop7 (20) 100%,Używany
(RI4) Sony PlayStation 4 Slim 500GB czarna konsola do gier z kontrolerem i kablem,Sprzedane  11 gru 2024,"490,40 zł",z: Stany Zjednoczone,"quasi098 (113 193) 99,3%",Używany
Konsola Sony PlayStation 4 Slim 1 TB CUH-2215B Z przewodami,Sprzedane  11 gru 2024,"469,96 zł",z: Stany Zjednoczone,wewearpieces1 (60) 100%,Używany
"Sony PlayStation 4 PS4 500GB, LOW FIRMARE 10.50, model CUH-1001A czarny, PRZETESTOWANY!",Sprzedane  11 gru 2024,"449,45 zł",z: Stany Zjednoczone,crobatcollectibles (387) 100%,Używany
Sony PlayStation 4 Pro 1TB - Jet Black (CUH-7215B),Sprzedane  11 gru 2024,"531,31 zł",z: Stany Zjednoczone,herochest (49) 100%,Używany
"Sony PS4 Pro - Low Firmware 8.00 - 1 TB czarna konsola, kontroler, RDR2. W pudełku.",Sprzedane  11 gru 2024,"1 053,16 zł",z: Wielka Brytania,big-sammy-b (83) 100%,Używany
Konsola Sony PlayStation 4 Pro 1 TB CUH-7215B - Firmware 12.0 - Tylko konsola,Sprzedane  11 gru 2024,"694,75 zł",z: Stany Zjednoczone,"justgoodtech (1 771) 99,5%",Używany
"PlayStation 4 Slim z kontrolerami, przewodami i dyskiem Minecraft",Sprzedane  11 gru 2024,"572,18 zł",z: Stany Zjednoczone,jaxontucker23 (0) 0%,Używany
Konsola PlayStation 4 Slim Edition 1000 GB 1TB z kontrolerami przetestowane buty,Sprzedane  11 gru 2024,"408,66 zł",z: Stany Zjednoczone,"tangeri89 (306) 98,3%",Używany
Pakiet 2 niestandardowych etui Steelbook tylko dla vrsoto5,Sprzedane  11 gru 2024,"347,40 zł",z: Stany Zjednoczone,"gameracks (589) 99,3%",Fabrycznie nowy
US 3-6 Pack Wytrzymałe etui na PlayStation 4 PS4 Zamienne pudełko do gier,Sprzedane  11 gru 2024,"53,24 zł",z: Stany Zjednoczone,"dailydealswarehouse (78 921) 98,3%",Fabrycznie nowy
PlayStation 4 Slim 1 TB - doskonały stan z kontrolerem + kablami + grami PH1,Sprzedane  11 gru 2024,"714,82 zł",z: Stany Zjednoczone,"kamartage (949) 99,4%",Używany
Pilot multimedialny z obsługą PDP Bluetooth do PlayStation 4 zamiennik czarny,Sprzedane  11 gru 2024,"204,31 zł",z: Stany Zjednoczone,"yugurevich (1 147) 98,5%",Fabrycznie nowy
Konsola PlayStation 4 Pro 1 TB model CUH-7215B Z 1 kontrolerem przetestowana bez pokrywy HD,Sprzedane  11 gru 2024,"653,88 zł",z: Stany Zjednoczone,"jwaterloo11128 (2 522) 98,9%",Używany
Konsola Sony PlayStation 4 Pro Marvel's Spider 1 TB edycja limitowana,Sprzedane  11 gru 2024,"553,79 zł",z: Stany Zjednoczone,alakaz00m (32) 100%,Używany
Konsola do gier Sony PlayStation 4 - czarna. Nie odwróci się.,Sprzedane  11 gru 2024,"103,05 zł",z: Stany Zjednoczone,"littlejoesstate (8 538) 97,9%",Tylko na części
Konsola Sony PlayStation 4 Pro 2TB 500 Milion Limited Edition #36666/50000,Sprzedane  11 gru 2024,"1 042,14 zł",z: Stany Zjednoczone,ecjwz* (91) 100%,Używany
Konsola Sony PlayStation 4 Pro 1 TB model CUH-7015B,Sprzedane  11 gru 2024,"541,53 zł",z: Stany Zjednoczone,"kikem2020 (4 286) 98,9%",Używany
Konsola PlayStation 4 Pro 1 TB model CUH-7215B Z 1 kontrolerem sprawdzona działająca,Sprzedane  11 gru 2024,"735,66 zł",z: Stany Zjednoczone,"nybargainhunter (2 209) 98,9%",Używany
Zone of the Enders 2nd Runner Mars - Sony PlayStation 4 - tylko etui/bez gry,Sprzedane  11 gru 2024,"24,08 zł",z: Stany Zjednoczone,"kellcasellc (1 893) 99,6%",Fabrycznie nowy
PLAYSTATION 4 PRO PS4 PRO 1 TB (TYLKO PUSTE PUDEŁKA WEWNĘTRZNE I ZEWNĘTRZNE) -BEZ KONSOLI,Sprzedane  11 gru 2024,"77,92 zł",z: Stany Zjednoczone,"lori1963 (75) 98,7%",Nowy (inny)
Star Wars Battlefront II Elite Trooper Deluxe tylko etui na PS4 *Bez gry ani instrukcji!*,Sprzedane  10 gru 2024,"22,62 zł",z: Stany Zjednoczone,secondchancegamesmp (382) 100%,Używany
Shop on eBay,N/A,N/A,N/A,N/A,Brand New
Shop on eBay,N/A,N/A,N/A,N/A,Brand New
Konsola Sony PlayStation 4 Slim 1 TB CUH-2215B Z przewodami,Sprzedane  10 gru 2024,"469,96 zł",z: Stany Zjednoczone,wewearpieces1 (60) 100%,Używany
Zupełnie nowy Sony PlayStation 4 (CUH-1001A) 500 GB - możliwa edycja startowa,Sprzedane  10 gru 2024,"2 039,41 zł",z: Stany Zjednoczone,leveragedone (938) 100%,Fabrycznie nowy
Aparat Sony PlayStation wersja 2 do (PS4) - CUH-ZEY2 - czarny - w bardzo dobrym stanie ze stojakiem,Sprzedane  10 gru 2024,"125,68 zł",z: Stany Zjednoczone,jpg1924 (412) 100%,Używany
SONY CUH-2115B 1TB PLAYSTATION 4,Sprzedane  10 gru 2024,"408,66 zł",z: Stany Zjednoczone,"thowi9453 (163) 99,4%",Używany
Konsola do gier Sony PlayStation 4 Slim 500GB z kontrolerem - czarna,Sprzedane  10 gru 2024,"592,62 zł",z: Stany Zjednoczone,"smokey1818 (246) 99,1%",Używany
"Sony PlayStation 4 Slim (CUH-2015A), 500 GB, włącza się i działa, zły dysk -",Sprzedane  10 gru 2024,"326,92 zł",z: Stany Zjednoczone,"buyyourgadget (77) 98,6%",Tylko na części
Sony PlayStation 4 PS4 Kamera Czujnik ruchu V2 CUH-ZEY2 - Bez podstawki,Sprzedane  10 gru 2024,"75,35 zł",z: Stany Zjednoczone,"jslx50 (975) 97,9%",Używany
Konsola PlayStation 4 Slim 1 TB - pakiet Marvel's Spider-Man zapieczętowana gra!,Sprzedane  10 gru 2024,"1 287,41 zł",z: Stany Zjednoczone,"jbla-5798 (208) 99,3%",Nowy (inny)
Konsola do gier Sony PlayStation 4 Slim 500GB z 2 kontrolerami - czarna,Sprzedane  10 gru 2024,"490,44 zł",z: Stany Zjednoczone,"mrtrash2cash (1 080) 98,4%",Używany
Zupełnie nowy Sony PlayStation 4 (CUH-1001A) 500 GB - Launch Edition,Sprzedane  10 gru 2024,"1 630,71 zł",z: Stany Zjednoczone,texcyn01 (144) 100%,Fabrycznie nowy
Konsola do gier Sony PlayStation 4 500GB - czarna,Sprzedane  10 gru 2024,"449,57 zł",z: Stany Zjednoczone,milesmerchant (46) 100%,Używany
PlayStation 4 Slim i kabel zasilający,Sprzedane  10 gru 2024,"510,88 zł",z: Stany Zjednoczone,electroduo (109) 100%,Używany
Sony PlayStation 4 Slim 1 TB czarna konsola system gier CUH-2215B,Sprzedane  10 gru 2024,"531,27 zł",z: Stany Zjednoczone,"atletronics (1 855) 97,6%",Używany
PlayStation 4 Slim tylko pudełko zastępcze,Sprzedane  10 gru 2024,"102,70 zł",z: Wielka Brytania,ethanrh10 (4 457) 99%,Używany
SteelSeries GameDAC do gamingowego zestawu słuchawkowego Arctis Pro hi-res wzmacniacz DAC,Sprzedane  10 gru 2024,"231,13 zł",z: Wielka Brytania,"gullsound (15 006) 99,8%",Używany
Sony PlayStation 4 Slim 1TB - Limitowana edycja Days of Play Blue konsola PS4,Sprzedane  10 gru 2024,"612,85 zł",z: Stany Zjednoczone,"gamingsystemsandmuchmore (953) 99,3%",Używany
Sony PlayStation 4 Pro PS4 Marvel's Spider-Man 1 TB Limited Edition Tylko konsola,Sprzedane  10 gru 2024,"1 021,71 zł",z: Stany Zjednoczone,"orkmastermcgee (50 572) 97,9%",Odnowiony
"PlayStation 4 Slim 1 TB z kontrolerem bezprzewodowym, kablem HDMI i kablem zasilającym",Sprzedane  10 gru 2024,"551,75 zł",z: Stany Zjednoczone,electroduo (109) 100%,Używany
Konsola Sony PlayStation 4 Pro CUH-7216B 1TB Low Firmware 8.52 tylko konsola,Sprzedane  10 gru 2024,"817,36 zł",z: Stany Zjednoczone,tech_store_23 (486) 100%,Używany
METAPHOR REFANTAZIO STEELBOOK + PLAKAT PS4 PS5 XBOX PC✨ NOWA/ZAPIECZĘTOWANA✨ FOLIA BEZ GRY,Sprzedane  10 gru 2024,"77,01 zł",z: Portugalia,mystikalp (237) 100%,Fabrycznie nowy
Śpiące psy Wykonane na zamówienie etui Steelbook tylko PS5 / PS4 / Xbox (bez płyty z grą) Nowe,Sprzedane  10 gru 2024,"175,90 zł",z: Stany Zjednoczone,"gameracks (589) 99,3%",Fabrycznie nowy
Yakuza Remastered Custom Made Steelbook Case tylko PS4 / PS5 / Xbox (bez gry) Nowy,Sprzedane  10 gru 2024,"163,44 zł",z: Stany Zjednoczone,"gameracks (589) 99,3%",Fabrycznie nowy
Sony PlayStation 4 Pro 1TB SSD SAMSUNG EVO Jet Black PAKIET,Sprzedane  10 gru 2024,"1 017,66 zł",z: Stany Zjednoczone,neon_panda331 (119) 100%,Używany
Sony PlayStation 4 Gry konsolowe Aparat PS4 - zapieczętowany - w pudełku,Sprzedane  10 gru 2024,"308,19 zł",z: Wielka Brytania,"chedchenko75 (1 438) 99,5%",Fabrycznie nowy
Tactics Ogre Reborn Custom Made Steelbook Case tylko PS4 / PS5 / Xbox (bez płyty z grą),Sprzedane  10 gru 2024,"175,90 zł",z: Stany Zjednoczone,"gameracks (589) 99,3%",Fabrycznie nowy
SkyRim Custom Made Steelbook Case tylko na PS4 / PS5 / Xbox (bez płyty z grą) Nowe,Sprzedane  10 gru 2024,"175,90 zł",z: Stany Zjednoczone,"gameracks (589) 99,3%",Fabrycznie nowy
Sony PlayStation 4 Kamera VR wersja 2 PSVR V2 CUH-ZEY2 Czujnik ruchu (bez podstawki),Sprzedane  10 gru 2024,"102,70 zł",z: Wielka Brytania,gadget.games (662) 99%,Używany
Sony PlayStation 4 Slim PS4 - 1TB Jet Black Konsola tylko świetny kształt!!,Sprzedane  10 gru 2024,"576,14 zł",z: Stany Zjednoczone,wholesale_gaming_store (18 739) 99%,Używany
"PlayStation 4 Slim 1 TB z kontrolerem bezprzewodowym, kablem HDMI i kablem zasilającym",Sprzedane  10 gru 2024,"551,75 zł",z: Stany Zjednoczone,"jpdesi_26 (161) 97,2%",Używany
Konsola do gier Sony PlayStation 4 PS4 Slim 500GB z kontrolerem - czarna PRZETESTOWANA,Sprzedane  10 gru 2024,"408,66 zł",z: Stany Zjednoczone,gages_game_store (905) 100%,Używany
Konsola Ps4 Sony PlayStation 4 Slim 1 TB - Jet Black z 4 grami,Sprzedane  10 gru 2024,"776,49 zł",z: Stany Zjednoczone,tkventure97 (28) 100%,Używany
PS4 PlayStation 4 Pro DEATH STRANDING LIMITOWANA EDYCJA CUHJ-10033 Z pudełkiem Japonia,Sprzedane  10 gru 2024,"1 711,64 zł",z: Japonia,k-blawod (243) 100%,Używany
Konsola Sony PlayStation 4 Pro Marvel's Spider 1 TB edycja limitowana,Sprzedane  10 gru 2024,"735,66 zł",z: Stany Zjednoczone,anilabelco (133) 100%,Używany
"PlayStation 4 Pro 1 TB tylko puste pudełko, Jet Black, BEZ KONSOLI",Sprzedane  10 gru 2024,"163,48 zł",z: Stany Zjednoczone,hiddentreasuresoh (258) 100%,Używany
PDP PS4 Uniwersalny pilot multimedialny Sony PlayStation 4 Model 051-038-NA,Sprzedane  10 gru 2024,"241,09 zł",z: Stany Zjednoczone,"thestoreestablished2019 (2 027) 99,8%",Używany
Konsola PlayStation 4 Slim 500GB (z kontrolerem i kablami),Sprzedane  10 gru 2024,"408,70 zł",z: Stany Zjednoczone,sailormongoose24 (47) 100%,Używany
Sony PlayStation 4 - Aparat - 2. generacji czarny CUH-ZEY2 - przetestowany i wyczyszczony,Sprzedane  10 gru 2024,"100,49 zł",z: Stany Zjednoczone,"tonyglez11 (456) 98,3%",Używany
Konsola do gier Sony PlayStation 4 500GB - czarne części GOR NIE DZIAŁAJĄ,Sprzedane  10 gru 2024,"204,31 zł",z: Stany Zjednoczone,hungry.luma (209) 99%,Tylko na części
PlayStation 4 Slim 1 TB PS4 I 10 GIER MEGA PAKIET! CZYSTE/PRZETESTOWANE! STATKI GRATIS 🔥,Sprzedane  10 gru 2024,"694,75 zł",z: Stany Zjednoczone,theincrediblebulk (1 884) 100%,Używany
Konsola Sony PlayStation 4 Slim z kontrolerem - czarna,Sprzedane  10 gru 2024,"449,57 zł",z: Stany Zjednoczone,to_574291 (12) 100%,Używany
Oryginalny kabel konsoli do Plantronics RIG-500 PRO HS PS4 Gaming Head Set PS4,Sprzedane  10 gru 2024,"58,16 zł",z: Stany Zjednoczone,"dealzpro (10 793) 97,2%",Fabrycznie nowy
Konsola PlayStation 4 Pro Limited Edition God of War 1 TB-SF-G,Sprzedane  10 gru 2024,"696,83 zł",z: Stany Zjednoczone,rpnc (28 634) 99%,Nowy (inny)
Konsola do gier Sony PlayStation 4 Slim 173GB czarna z kontrolerem i kablem przetestowana,Sprzedane  9 gru 2024,"286,09 zł",z: Stany Zjednoczone,"wallys_offical_store (2 125) 99,4%",Używany
Sony PlayStation 4 Slim 1TB CUH-2215B - czarny (B63257-1 AR) BR2,Sprzedane  9 gru 2024,"245,02 zł",z: Stany Zjednoczone,"rjjewelry4 (33 552) 99,8%",Używany
(MA3) Konsola Sony PlayStation 4 Slim 1 TB - CUH 2215B - Jet Black,Sprzedane  9 gru 2024,"551,75 zł",z: Stany Zjednoczone,"quasi098 (113 193) 99,3%",Używany
Konsola PlayStation 4 Pro 1 TB model CUH-7215B Z 1 kontrolerem sprawdzona działająca,Sprzedane  9 gru 2024,"613,05 zł",z: Stany Zjednoczone,wo-8873 (423) 99%,Używany
Sony PlayStation Home KONSOLA TYLKO PS4 CUH-1115A 500GB Czarna,Sprzedane  10 cze 2024,"367,42 zł",z: Stany Zjednoczone,"bssgroove (4 050) 98,9%",Używany
"Konsola Sony PlayStation 4 Slim 500GB PS4 tylko przetestowana działa 11,50",Sprzedane  9 gru 2024,"405,92 zł",z: Stany Zjednoczone,secondstepshoe (66) 100%,Używany
Etui Tekken 8 - bez gry - tylko etui Sony PlayStation 5,Sprzedane  9 gru 2024,"45,19 zł",z: Stany Zjednoczone,"greatwhite2eu (4 112) 99,9%",Nowy (inny)
Sony PS4 Glacier White 500GB CUH-2100AB02 PlayStation,Sprzedane  20 wrz 2024,"608,96 zł",z: Japonia,"kohiro-77 (395) 94,5%",Używany
Kamuflaż PS4 z kontrolerem i przewodami - CUH 2115B,Sprzedane  9 gru 2024,"416,87 zł",z: Stany Zjednoczone,martinez2428 (85) 100%,Używany
